5	0	1	1	-3	2	10	1	1	0	1	0	0	0	0	0	8	0	 
4	1	0	1	-1	0	3	3	0	0	0	1	0	0	0	0	7	0.143	 
2	1	0	1	-2	2	1	1	0	0	0	1	0	0	0	0	5	0.2	 
5	1	0	1	0	9	9	3	0	0	0	0	0	0	0	0	4	0.25	 
4	1	0	1	1	5	4	0	0	0	0	0	0	0	0	1	1	1	 
3	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	7	0.143	 
4	1	0	1	-5	2	6	4	0	0	0	0	0	0	0	0	8	0.125	 
4	1	0	1	-4	0	6	11	0	0	0	0	0	1	0	0	4	0.25	 
4	0	1	1	3	2	3	4	0	0	0	0	0	0	0	0	4	0	 
5	0	1	1	-3	0	9	3	1	1	0.5	0	0	0	0	0	18	0	 
4	0	1	1	1	4	1	7	0	0	0	0	0	0	0	0	3	0	 
4	1	0	1	-1	0	4	4	56	27	0.675	0	0	0	0	0	5	0.2	 
4	0	1	1	-1	2	5	4	0	0	0	0	0	0	0	0	6	0	 
4	0	1	1	2	7	7	4	0	0	0	0	0	0	0	0	3	0	 
3	1	0	1	-1	0	1	0	9	8	0.529	1	0	0	0	0	5	0.2	 
4	0	1	1	6	11	6	2	0	0	0	0	0	0	0	0	9	0	 
4	0	1	1	0	2	2	0	14	13	0.519	0	0	0	0	0	7	0	 
4	1	0	1	-2	26	8	3	0	0	0	0	0	0	0	0	3	0.333	 
3	0	1	1	0	0	2	0	24	18	0.571	0	0	0	1	0	5	0	 
4	1	0	1	-1	0	1	1	33	20	0.623	0	0	0	0	0	6	0.167	 
4	1	0	1	0	0	0	3	4	4	0.5	1	0	0	0	0	11	0.091	 
4	0	1	1	2	2	5	1	0	0	0	0	0	0	0	0	6	0	 
3	1	0	1	-1	2	0	3	20	14	0.588	0	0	0	0	0	6	0.167	 
4	1	0	1	-1	0	2	1	31	18	0.633	0	0	0	0	0	9	0.111	 
3	0	1	1	2	0	0	4	0	0	0	0	1	0	0	0	6	0	 
4	1	0	1	-1	2	1	2	26	37	0.413	0	0	0	0	1	6	0.167	 
4	0	1	1	1	2	0	5	0	0	0	0	0	0	0	0	8	0	 
5	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	6	0	 
